ï»¿"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"WIPRO","EQ","29-Jan-2024","470.00","470.00","477.00","470.00","473.05","473.00","474.11","50,25,650","2,38,27,01,969.55","95,169","23,11,543","45.99"
